Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole
41,0.0,Travel_Rarely,Research & Development,7,College,Medical,4,3,Manufacturing Director,3,Single,5003,6,No,14,2,0,6,3,2
52,1.0,Travel_Rarely,Research & Development,8,Master,Medical,3,2,Research Scientist,2,Married,4941,2,No,15,1,0,3,2,2
22,1.0,Travel_Frequently,Research & Development,3,Master,Life Sciences,3,2,Research Scientist,4,Married,2853,0,Yes,11,2,1,5,3,0
28,0.0,Travel_Rarely,Research & Development,19,Master,Medical,4,2,Laboratory Technician,1,Married,3196,1,No,12,3,3,2,3,5
27,0.0,Travel_Rarely,Research & Development,3,Master,Medical,1,2,Research Scientist,4,Single,2045,0,No,13,4,0,0,3,2
47,0.0,Travel_Frequently,Sales,4,Below College,Medical,2,3,Sales Representative,3,Single,2976,3,No,19,1,0,3,3,0
44,0.0,Non-Travel,Research & Development,23,Bachelor Degree,Medical,2,3,Laboratory Technician,2,Married,2042,4,No,12,3,1,3,4,2
33,0.0,Travel_Rarely,Research & Development,14,Bachelor Degree,Medical,4,3,Research Scientist,2,Married,2756,1,No,13,4,1,5,3,7
35,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,3,2,Manufacturing Director,2,Divorced,10274,2,No,18,2,1,2,4,7
45,0.0,Travel_Rarely,Research & Development,6,Master,Other,4,3,Research Director,1,Married,13245,4,Yes,14,2,0,3,4,0
35,0.0,Travel_Rarely,Research & Development,25,Master,Medical,3,3,Healthcare Representative,3,Divorced,10388,1,Yes,11,3,1,3,2,10
34,0.0,Travel_Rarely,Research & Development,5,Bachelor Degree,Medical,3,2,Manager,1,Single,11631,2,No,12,4,0,6,3,10
24,0.0,Travel_Rarely,Sales,4,Below College,Medical,4,3,Sales Executive,3,Married,4162,1,Yes,12,3,2,3,3,4
26,1.0,Travel_Rarely,Sales,4,Master,Marketing,4,2,Sales Executive,4,Single,5828,1,Yes,12,2,0,0,3,7
32,0.0,Travel_Rarely,Sales,2,Below College,Marketing,3,3,Sales Executive,2,Married,4078,0,Yes,13,1,3,3,2,2
43,0.0,Travel_Rarely,Research & Development,2,College,Medical,4,4,Research Scientist,3,Divorced,2645,1,No,12,4,2,3,2,3
34,0.0,Travel_Rarely,Research & Development,19,College,Medical,2,3,Laboratory Technician,4,Divorced,2661,0,No,11,3,1,2,3,2
37,0.0,Travel_Rarely,Research & Development,3,Bachelor Degree,Other,4,3,Healthcare Representative,2,Single,4107,3,No,15,1,0,3,2,3
32,0.0,Travel_Rarely,Research & Development,4,Bachelor Degree,Life Sciences,3,2,Manufacturing Director,3,Married,6162,1,No,12,3,1,3,3,13
31,0.0,Travel_Rarely,Human Resources,2,Bachelor Degree,Human Resources,1,2,Human Resources,1,Married,6410,3,No,12,4,0,1,3,2
25,0.0,Non-Travel,Research & Development,5,College,Life Sciences,2,4,Healthcare Representative,1,Divorced,4000,1,No,12,4,2,2,3,3
30,0.0,Travel_Rarely,Sales,4,College,Medical,3,2,Sales Executive,2,Divorced,5209,1,Yes,12,2,3,4,2,8
28,1.0,Travel_Frequently,Research & Development,1,Bachelor Degree,Medical,1,2,Laboratory Technician,2,Divorced,2596,1,No,15,1,2,2,3,0
35,0.0,Travel_Rarely,Research & Development,25,Bachelor Degree,Technical Degree,4,2,Manufacturing Director,2,Married,10903,3,No,16,1,0,2,3,10
33,0.0,Travel_Rarely,Research & Development,5,Bachelor Degree,Life Sciences,4,2,Healthcare Representative,4,Divorced,7119,4,No,15,3,1,2,3,2
30,0.0,Travel_Rarely,Sales,5,Bachelor Degree,Marketing,4,2,Sales Executive,3,Divorced,6118,1,No,13,3,3,2,3,9
24,0.0,Non-Travel,Research & Development,9,Bachelor Degree,Life Sciences,3,2,Laboratory Technician,2,Divorced,2694,1,No,11,3,3,4,3,0
45,0.0,Non-Travel,Research & Development,4,College,Life Sciences,3,3,Laboratory Technician,2,Married,4447,1,No,12,2,0,5,2,7
25,0.0,Travel_Rarely,Sales,28,Bachelor Degree,Life Sciences,1,2,Sales Executive,3,Married,8639,2,No,18,4,0,3,3,2
35,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Medical,2,2,Research Scientist,3,Single,2859,1,No,18,1,0,3,3,4
48,0.0,Travel_Rarely,Research & Development,20,Master,Medical,4,3,Research Scientist,3,Married,2259,4,No,17,1,2,2,2,0
53,0.0,Travel_Rarely,Research & Development,5,Bachelor Degree,Other,3,3,Manager,3,Divorced,19094,4,No,11,4,1,3,2,13
31,0.0,Travel_Rarely,Sales,7,Master,Life Sciences,2,2,Sales Representative,3,Married,2329,3,No,15,2,0,2,4,7
58,0.0,Travel_Rarely,Research & Development,23,Master,Life Sciences,1,3,Research Scientist,3,Divorced,2372,1,No,12,4,2,3,3,2
31,1.0,Travel_Frequently,Sales,2,Bachelor Degree,Life Sciences,3,2,Sales Representative,4,Single,2785,7,No,14,3,0,3,4,0
39,0.0,Travel_Rarely,Sales,2,Doctor,Life Sciences,1,4,Sales Executive,3,Single,7880,0,No,18,4,0,3,3,7
51,0.0,Travel_Rarely,Research & Development,8,Master,Life Sciences,2,2,Research Director,2,Married,12490,5,No,16,4,2,5,1,9
41,0.0,Travel_Frequently,Sales,1,Bachelor Degree,Marketing,3,3,Sales Executive,1,Divorced,4103,0,No,17,4,1,2,3,3
29,0.0,Travel_Frequently,Research & Development,10,Bachelor Degree,Life Sciences,4,3,Research Scientist,2,Divorced,3291,0,No,14,4,2,2,2,5
58,1.0,Travel_Frequently,Research & Development,2,Below College,Life Sciences,4,2,Laboratory Technician,4,Divorced,2380,9,Yes,14,4,1,3,2,0
49,0.0,Travel_Frequently,Research & Development,8,Below College,Life Sciences,3,2,Research Scientist,2,Married,5130,1,No,23,4,1,3,3,7
51,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,3,3,Research Scientist,4,Married,2723,1,No,11,2,0,0,2,0
24,0.0,Travel_Rarely,Research & Development,17,College,Other,4,2,Laboratory Technician,2,Married,2127,1,No,21,4,1,2,3,0
39,1.0,Travel_Rarely,Research & Development,23,Bachelor Degree,Medical,3,3,Research Scientist,1,Single,3904,0,No,13,1,0,2,3,2
52,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,3,2,Laboratory Technician,4,Single,3212,7,No,15,2,0,3,2,2
35,0.0,Travel_Rarely,Research & Development,6,Master,Life Sciences,2,1,Research Scientist,4,Single,6646,1,No,13,2,0,3,3,11
45,1.0,Travel_Rarely,Sales,2,Bachelor Degree,Marketing,1,1,Manager,2,Single,18824,2,Yes,16,1,0,2,3,10
30,0.0,Travel_Rarely,Research & Development,8,College,Life Sciences,2,4,Research Director,1,Married,11416,0,Yes,12,3,3,4,2,7
26,1.0,Non-Travel,Sales,29,College,Medical,2,1,Sales Executive,1,Single,4969,8,No,18,4,0,6,3,2
34,0.0,Travel_Rarely,Research & Development,27,College,Medical,4,3,Research Scientist,2,Single,2311,2,No,15,4,0,3,3,2
51,0.0,Travel_Frequently,Research & Development,6,College,Medical,2,2,Laboratory Technician,3,Single,2838,0,No,14,2,0,6,2,0
38,0.0,Travel_Rarely,Sales,7,College,Medical,1,4,Sales Executive,1,Divorced,5605,1,Yes,24,3,1,3,3,0
44,0.0,Travel_Rarely,Research & Development,9,College,Life Sciences,2,3,Research Scientist,1,Married,2559,1,Yes,13,4,0,0,3,7
42,0.0,Travel_Frequently,Research & Development,29,College,Life Sciences,1,3,Research Scientist,3,Divorced,4556,2,No,11,2,1,3,3,4
38,0.0,Travel_Rarely,Research & Development,1,Master,Life Sciences,2,4,Healthcare Representative,4,Single,7625,0,No,13,3,0,4,2,7
40,1.0,Travel_Rarely,Sales,25,Master,Marketing,4,2,Sales Executive,2,Single,9094,2,Yes,12,3,0,2,3,4
34,0.0,Travel_Rarely,Research & Development,1,College,Medical,1,3,Manufacturing Director,2,Married,4325,1,No,15,3,0,2,3,2
29,1.0,Travel_Rarely,Research & Development,18,Below College,Medical,3,2,Research Scientist,4,Single,2389,1,Yes,13,3,0,3,2,3
27,0.0,Travel_Rarely,Research & Development,4,College,Life Sciences,1,3,Research Scientist,3,Divorced,2517,1,No,11,2,3,2,3,3
54,0.0,Travel_Rarely,Research & Development,2,Master,Technical Degree,1,3,Research Director,3,Married,13549,9,No,12,1,1,5,1,3
48,0.0,Non-Travel,Research & Development,1,Master,Medical,1,4,Manager,4,Single,16885,2,No,22,3,0,3,2,4
44,0.0,Travel_Rarely,Research & Development,20,Bachelor Degree,Life Sciences,4,3,Research Scientist,2,Single,3420,1,No,13,3,0,3,2,2
53,0.0,Travel_Rarely,Sales,1,Below College,Medical,4,3,Sales Executive,1,Single,8381,7,No,20,4,0,2,4,7
28,1.0,Non-Travel,Research & Development,24,College,Technical Degree,2,2,Healthcare Representative,1,Single,8722,1,No,12,1,0,2,2,7
38,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,3,3,Manufacturing Director,3,Single,7861,4,Yes,14,4,0,4,4,0
28,1.0,Travel_Rarely,Research & Development,12,Below College,Life Sciences,3,3,Laboratory Technician,4,Married,2515,1,Yes,11,4,0,4,2,1
40,0.0,Non-Travel,Research & Development,16,College,Life Sciences,3,3,Research Scientist,3,Divorced,3544,9,No,16,2,1,0,3,2
19,1.0,Travel_Frequently,Sales,1,Below College,Technical Degree,3,1,Sales Representative,1,Single,2325,0,No,21,1,0,5,4,0
38,0.0,Travel_Frequently,Human Resources,1,Master,Other,4,3,Human Resources,2,Married,2991,0,Yes,11,2,1,2,3,2
40,0.0,Travel_Rarely,Research & Development,2,Master,Medical,3,3,Research Scientist,3,Married,2001,2,No,14,2,3,2,3,3
29,0.0,Travel_Rarely,Human Resources,6,Below College,Medical,4,2,Human Resources,2,Married,2804,1,No,11,4,0,3,3,0
47,0.0,Travel_Rarely,Sales,14,Bachelor Degree,Medical,3,3,Sales Executive,3,Married,4591,3,Yes,17,3,1,4,2,4
25,0.0,Travel_Frequently,Research & Development,2,Below College,Life Sciences,4,4,Manufacturing Director,3,Divorced,5206,1,No,17,3,2,6,3,7
49,0.0,Travel_Rarely,Research & Development,25,Master,Life Sciences,3,3,Laboratory Technician,1,Married,3211,1,No,14,4,1,3,2,6
24,0.0,Travel_Rarely,Research & Development,21,College,Technical Degree,3,2,Laboratory Technician,1,Divorced,2296,0,No,14,2,3,3,3,1
47,0.0,Travel_Rarely,Human Resources,26,Master,Life Sciences,4,3,Manager,3,Married,19658,3,No,11,3,1,2,3,2
43,0.0,Travel_Rarely,Research & Development,27,Bachelor Degree,Technical Degree,4,4,Laboratory Technician,2,Divorced,4876,5,No,12,3,1,0,3,4
38,0.0,Travel_Rarely,Sales,10,College,Life Sciences,1,3,Sales Executive,4,Married,5343,1,No,11,3,1,1,3,7
30,0.0,Travel_Rarely,Human Resources,1,Bachelor Degree,Life Sciences,3,3,Human Resources,3,Divorced,2064,0,No,21,1,1,3,4,3
50,0.0,Travel_Rarely,Sales,9,Bachelor Degree,Marketing,3,3,Manager,3,Married,19331,4,Yes,16,3,1,2,3,0
34,0.0,Travel_Frequently,Research & Development,10,Master,Life Sciences,3,4,Manufacturing Director,4,Divorced,4724,1,No,13,1,1,3,3,7
30,0.0,Travel_Rarely,Research & Development,7,Bachelor Degree,Medical,2,2,Research Scientist,2,Married,2141,1,No,12,2,1,3,2,4
35,0.0,Travel_Rarely,Sales,7,Below College,Life Sciences,4,3,Sales Representative,3,Married,2404,1,No,13,1,1,3,3,0
45,0.0,Travel_Rarely,Research & Development,28,College,Technical Degree,4,2,Research Director,2,Single,16704,1,No,11,3,0,2,3,6
52,0.0,Non-Travel,Sales,29,Master,Life Sciences,1,3,Sales Representative,4,Divorced,3482,2,No,15,2,2,3,2,8
27,0.0,Travel_Rarely,Sales,23,Below College,Medical,2,2,Sales Representative,3,Married,3540,1,No,21,4,1,5,3,8
49,0.0,Travel_Rarely,Research & Development,3,College,Medical,3,2,Laboratory Technician,1,Married,4789,4,No,25,1,1,3,3,2
58,0.0,Travel_Rarely,Sales,21,Bachelor Degree,Life Sciences,4,3,Manager,4,Married,17875,4,Yes,13,3,1,2,2,0
31,0.0,Travel_Rarely,Research & Development,4,Bachelor Degree,Medical,1,4,Laboratory Technician,3,Divorced,3978,8,No,12,2,1,0,2,2
31,0.0,Travel_Rarely,Sales,10,College,Medical,3,3,Sales Executive,4,Divorced,6583,2,Yes,11,4,1,2,3,2
34,0.0,Travel_Rarely,Research & Development,3,Bachelor Degree,Life Sciences,4,3,Research Scientist,2,Divorced,5433,1,No,12,3,1,2,3,8
47,0.0,Travel_Rarely,Research & Development,9,Master,Life Sciences,2,3,Laboratory Technician,3,Single,2105,4,No,12,3,0,2,3,2
36,0.0,Travel_Rarely,Sales,11,Master,Marketing,2,2,Sales Executive,4,Married,6652,4,No,13,1,1,2,2,3
46,0.0,Travel_Rarely,Sales,10,Bachelor Degree,Life Sciences,3,3,Sales Executive,2,Married,7314,5,No,21,3,3,2,3,7
42,0.0,Travel_Rarely,Sales,12,Master,Marketing,2,3,Sales Executive,4,Divorced,5087,3,Yes,12,3,2,4,3,0
34,0.0,Travel_Rarely,Research & Development,5,College,Medical,2,2,Laboratory Technician,4,Married,3986,1,No,14,3,1,3,4,10
37,0.0,Travel_Rarely,Research & Development,7,Master,Medical,4,3,Research Scientist,1,Married,4284,5,Yes,22,3,1,2,3,3
22,0.0,Non-Travel,Research & Development,26,College,Other,2,2,Research Scientist,3,Married,2814,1,Yes,14,2,0,2,2,2
29,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,1,3,Healthcare Representative,1,Married,5373,0,No,12,1,1,5,2,3
53,1.0,Travel_Rarely,Sales,24,Master,Life Sciences,1,3,Sales Executive,1,Single,10448,6,Yes,13,2,0,2,2,2
55,0.0,Travel_Rarely,Research & Development,22,Bachelor Degree,Technical Degree,1,2,Research Scientist,2,Divorced,3537,5,No,12,4,1,1,3,2
46,0.0,Travel_Rarely,Sales,3,Bachelor Degree,Technical Degree,1,4,Sales Executive,1,Divorced,13225,2,No,12,4,1,5,3,17
38,0.0,Travel_Frequently,Research & Development,1,Bachelor Degree,Life Sciences,4,3,Research Scientist,4,Married,4735,7,No,15,4,2,4,4,11
39,0.0,Non-Travel,Research & Development,1,Bachelor Degree,Life Sciences,4,3,Laboratory Technician,4,Married,6472,1,Yes,15,4,1,2,3,8
30,0.0,Travel_Rarely,Research & Development,16,Bachelor Degree,Life Sciences,3,4,Healthcare Representative,3,Married,5294,3,No,16,3,1,3,3,0
39,0.0,Travel_Rarely,Research & Development,3,College,Medical,3,2,Laboratory Technician,3,Divorced,3069,0,No,15,4,1,3,3,8
28,0.0,Travel_Rarely,Research & Development,24,Bachelor Degree,Medical,3,3,Laboratory Technician,2,Married,2408,1,Yes,17,3,3,3,3,1
26,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Medical,3,3,Laboratory Technician,1,Single,2867,0,No,13,4,0,6,2,7
44,0.0,Travel_Rarely,Research & Development,2,Bachelor Degree,Life Sciences,3,4,Healthcare Representative,4,Married,7879,1,Yes,19,2,1,2,3,7
41,0.0,Travel_Rarely,Sales,3,Bachelor Degree,Life Sciences,3,2,Sales Executive,2,Divorced,8938,2,No,11,3,1,5,3,4
45,0.0,Travel_Frequently,Research & Development,1,Master,Medical,2,3,Healthcare Representative,3,Single,5399,4,No,12,3,0,3,3,2
55,0.0,Travel_Rarely,Research & Development,4,Master,Life Sciences,4,3,Healthcare Representative,3,Married,4035,0,Yes,16,2,0,2,3,2
33,0.0,Travel_Frequently,Research & Development,7,College,Life Sciences,4,3,Healthcare Representative,3,Divorced,5968,1,No,20,3,3,2,3,7
32,0.0,Travel_Rarely,Research & Development,5,Master,Other,2,4,Research Scientist,4,Married,3312,3,No,17,4,2,3,3,2
29,0.0,Travel_Rarely,Sales,19,Bachelor Degree,Life Sciences,3,2,Sales Executive,3,Divorced,8620,1,No,14,3,2,3,3,7
56,0.0,Non-Travel,Research & Development,1,Master,Life Sciences,3,3,Healthcare Representative,3,Divorced,6306,1,No,21,1,1,2,2,12
27,0.0,Travel_Frequently,Research & Development,15,Bachelor Degree,Life Sciences,4,2,Research Scientist,1,Married,4774,0,No,19,4,1,2,2,6
26,1.0,Travel_Rarely,Human Resources,20,College,Medical,4,3,Human Resources,2,Married,2148,0,Yes,11,3,0,3,3,1
34,0.0,Travel_Rarely,Research & Development,2,Master,Medical,4,4,Research Scientist,4,Married,2932,0,Yes,14,1,3,3,3,0
42,0.0,Non-Travel,Research & Development,10,Master,Technical Degree,3,3,Research Scientist,3,Married,2936,3,No,22,2,2,1,2,3
27,0.0,Travel_Rarely,Research & Development,8,Bachelor Degree,Medical,3,3,Research Scientist,4,Single,3445,1,No,11,3,0,5,2,2
34,0.0,Travel_Rarely,Sales,28,Bachelor Degree,Marketing,4,2,Sales Executive,3,Married,6712,1,No,21,4,2,2,3,7
36,0.0,Travel_Rarely,Sales,3,Bachelor Degree,Medical,1,2,Sales Executive,4,Married,7644,0,No,19,3,2,2,3,7
39,0.0,Travel_Frequently,Research & Development,4,Bachelor Degree,Medical,1,3,Manufacturing Director,3,Single,5042,0,No,13,4,0,2,1,2
41,0.0,Travel_Rarely,Sales,8,Bachelor Degree,Marketing,3,3,Sales Executive,2,Married,4393,5,No,21,3,1,3,3,4
45,0.0,Non-Travel,Research & Development,1,Below College,Life Sciences,3,2,Healthcare Representative,3,Married,10748,3,No,23,4,1,3,2,15
40,0.0,Travel_Rarely,Sales,9,College,Medical,1,3,Sales Executive,1,Married,5473,0,No,12,4,0,5,4,4
44,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Medical,2,3,Research Scientist,4,Single,2436,6,Yes,12,3,0,2,3,3
50,0.0,Travel_Frequently,Research & Development,20,Doctor,Medical,2,3,Healthcare Representative,3,Married,11245,2,Yes,15,3,1,3,3,8
26,0.0,Travel_Rarely,Sales,10,Bachelor Degree,Medical,3,3,Sales Executive,4,Single,4684,1,No,13,1,0,4,3,3
24,0.0,Travel_Rarely,Research & Development,29,Below College,Medical,2,3,Laboratory Technician,1,Divorced,3907,1,No,13,2,3,2,4,2
49,0.0,Travel_Rarely,Research & Development,22,Master,Other,1,3,Research Director,2,Married,16413,3,No,16,2,2,2,3,2
31,0.0,Travel_Frequently,Research & Development,1,Bachelor Degree,Life Sciences,4,1,Research Scientist,1,Married,5003,1,No,21,2,0,6,3,8
40,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Life Sciences,3,3,Healthcare Representative,4,Divorced,6513,4,No,17,4,1,3,3,3
32,0.0,Travel_Rarely,Research & Development,5,College,Life Sciences,4,2,Research Scientist,2,Married,5878,3,No,12,1,1,2,3,1
47,0.0,Non-Travel,Sales,2,Master,Marketing,3,3,Sales Executive,2,Married,4978,7,No,11,4,1,3,1,0
34,0.0,Travel_Frequently,Research & Development,22,Master,Other,3,2,Research Scientist,4,Married,5747,1,Yes,15,2,0,3,3,10
47,0.0,Non-Travel,Research & Development,14,Master,Technical Degree,3,3,Research Scientist,2,Married,5467,8,No,18,3,1,4,4,7
28,0.0,Travel_Rarely,Sales,13,College,Marketing,4,3,Sales Executive,3,Single,9854,3,Yes,11,4,0,0,3,0
45,0.0,Travel_Rarely,Human Resources,4,Bachelor Degree,Life Sciences,3,1,Human Resources,3,Married,9756,4,No,21,3,2,2,4,0
46,0.0,Travel_Rarely,Sales,2,Bachelor Degree,Life Sciences,3,3,Sales Executive,4,Divorced,10368,4,Yes,12,2,1,5,2,6
39,0.0,Travel_Rarely,Research & Development,19,Master,Other,4,3,Research Scientist,4,Divorced,3902,8,No,14,2,3,2,3,2
29,0.0,Travel_Rarely,Sales,10,Bachelor Degree,Medical,3,2,Sales Executive,3,Single,5869,9,No,11,3,0,2,3,2
23,0.0,Travel_Rarely,Research & Development,20,Below College,Life Sciences,1,3,Laboratory Technician,3,Single,2272,0,No,14,2,0,2,3,3
40,0.0,Travel_Rarely,Research & Development,2,Master,Life Sciences,3,2,Research Scientist,3,Single,2809,2,No,14,4,0,2,3,2
55,0.0,Travel_Rarely,Research & Development,2,Master,Technical Degree,2,2,Research Scientist,4,Married,2662,8,No,20,2,1,2,4,2
32,0.0,Travel_Frequently,Sales,10,Master,Marketing,4,3,Sales Executive,4,Single,4648,8,No,13,3,0,2,4,0
31,0.0,Travel_Rarely,Human Resources,18,Doctor,Human Resources,4,4,Human Resources,1,Married,2956,0,No,17,3,0,4,3,0
46,0.0,Travel_Rarely,Research & Development,13,Master,Life Sciences,3,3,Healthcare Representative,2,Single,5562,6,No,14,4,0,3,3,7
25,0.0,Travel_Rarely,Sales,8,College,Other,1,3,Sales Executive,3,Divorced,4907,0,Yes,22,2,1,3,2,3
28,0.0,Travel_Rarely,Research & Development,17,Bachelor Degree,Technical Degree,3,2,Laboratory Technician,4,Divorced,2367,5,No,12,1,1,2,2,1
28,0.0,Travel_Rarely,Research & Development,1,Bachelor Degree,Medical,3,3,Research Scientist,1,Married,3591,1,No,25,3,1,3,3,2
34,0.0,Travel_Rarely,Research & Development,19,Bachelor Degree,Life Sciences,2,2,Research Scientist,4,Married,2929,1,No,12,2,0,3,3,9
37,0.0,Travel_Rarely,Sales,9,College,Marketing,2,2,Sales Executive,2,Married,4189,1,No,14,1,2,2,3,2
39,0.0,Travel_Rarely,Research & Development,9,College,Medical,1,3,Manufacturing Director,1,Married,5151,1,No,25,4,1,3,3,0
36,0.0,Travel_Rarely,Research & Development,5,Master,Life Sciences,2,3,Healthcare Representative,1,Married,8008,4,No,12,3,2,6,3,2
26,0.0,Travel_Rarely,Sales,5,Bachelor Degree,Other,4,2,Sales Representative,3,Single,2966,0,No,18,4,0,2,3,2
41,0.0,Travel_Rarely,Research & Development,5,Bachelor Degree,Life Sciences,2,4,Healthcare Representative,2,Single,6870,3,No,12,1,0,3,1,2
30,0.0,Travel_Rarely,Research & Development,10,Bachelor Degree,Medical,1,3,Manufacturing Director,3,Single,9667,9,No,14,2,0,3,3,7
34,0.0,Travel_Rarely,Research & Development,8,Bachelor Degree,Medical,2,4,Laboratory Technician,3,Married,4404,2,No,12,1,0,3,4,3
39,0.0,Travel_Rarely,Research & Development,10,Doctor,Medical,2,3,Manufacturing Director,1,Married,5377,2,No,13,4,3,3,3,7
44,0.0,Travel_Frequently,Research & Development,2,Below College,Medical,2,3,Manufacturing Director,3,Single,10209,5,Yes,18,2,0,2,2,2
41,0.0,Non-Travel,Human Resources,4,Bachelor Degree,Human Resources,3,1,Human Resources,2,Married,6430,6,No,19,2,1,4,3,2
36,0.0,Travel_Frequently,Human Resources,2,Below College,Human Resources,2,2,Human Resources,4,Single,3886,1,No,21,4,0,2,2,1
37,0.0,Travel_Rarely,Research & Development,19,Bachelor Degree,Life Sciences,3,3,Manufacturing Director,3,Married,5768,3,No,17,1,3,2,2,3
26,0.0,Travel_Frequently,Research & Development,6,Bachelor Degree,Other,3,4,Laboratory Technician,4,Married,2544,0,No,18,1,1,3,3,7
22,0.0,Travel_Rarely,Research & Development,1,College,Life Sciences,4,3,Research Scientist,3,Single,3375,0,No,12,4,0,2,4,2
42,0.0,Travel_Rarely,Research & Development,8,Bachelor Degree,Life Sciences,4,3,Laboratory Technician,3,Single,3968,4,No,13,4,0,3,3,0
47,0.0,Non-Travel,Research & Development,1,Below College,Medical,3,3,Research Director,2,Married,11957,0,No,18,1,2,3,1,8
36,0.0,Non-Travel,Sales,15,Master,Marketing,4,1,Sales Executive,4,Divorced,5406,1,No,24,1,1,4,2,12
42,0.0,Travel_Rarely,Research & Development,18,Master,Life Sciences,4,3,Research Scientist,1,Divorced,5410,6,Yes,17,3,1,3,2,3
60,0.0,Travel_Rarely,Research & Development,1,Master,Medical,3,1,Healthcare Representative,4,Divorced,10883,3,No,20,3,1,2,4,0
26,0.0,Non-Travel,Research & Development,7,Bachelor Degree,Medical,4,3,Laboratory Technician,4,Single,2570,1,No,20,3,0,5,3,7
56,0.0,Travel_Rarely,Sales,11,Doctor,Marketing,4,2,Sales Executive,1,Married,5380,4,No,16,3,1,3,3,0
35,0.0,Travel_Rarely,Research & Development,28,Bachelor Degree,Life Sciences,2,4,Laboratory Technician,3,Married,3407,1,No,17,4,2,3,2,9
38,0.0,Travel_Rarely,Sales,2,Master,Marketing,2,1,Sales Representative,4,Married,5405,2,Yes,20,1,2,4,2,2
41,0.0,Travel_Rarely,Sales,4,Below College,Marketing,3,3,Sales Executive,3,Divorced,10447,0,Yes,13,4,1,3,4,14
39,0.0,Travel_Rarely,Sales,24,Below College,Marketing,2,2,Sales Executive,4,Married,12031,0,No,11,1,1,2,2,9
56,0.0,Travel_Rarely,Research & Development,24,College,Life Sciences,1,3,Laboratory Technician,4,Single,2587,1,No,16,4,0,3,3,2
32,0.0,Travel_Rarely,Research & Development,5,Master,Life Sciences,4,2,Manufacturing Director,4,Single,9679,8,No,24,2,0,1,3,0
33,0.0,Non-Travel,Research & Development,4,Bachelor Degree,Technical Degree,4,3,Research Scientist,2,Divorced,3055,5,No,15,4,2,2,2,8
36,0.0,Travel_Rarely,Sales,17,College,Marketing,3,2,Sales Executive,2,Married,5507,2,No,16,3,2,1,1,2
29,0.0,Travel_Rarely,Research & Development,13,College,Other,4,2,Laboratory Technician,2,Married,4025,4,Yes,13,1,1,2,3,3
24,0.0,Travel_Rarely,Research & Development,1,College,Life Sciences,2,2,Healthcare Representative,3,Single,4617,1,No,12,2,0,2,2,3
47,0.0,Travel_Rarely,Research & Development,4,Bachelor Degree,Life Sciences,3,2,Manufacturing Director,2,Divorced,10333,8,Yes,12,3,1,4,3,11
29,0.0,Travel_Rarely,Research & Development,9,Master,Medical,4,3,Laboratory Technician,3,Married,2974,9,No,17,3,1,2,3,3
48,0.0,Travel_Rarely,Research & Development,15,Master,Other,3,3,Research Scientist,1,Married,2367,8,No,12,4,1,3,2,2
35,0.0,Travel_Frequently,Research & Development,18,Master,Life Sciences,3,3,Healthcare Representative,3,Married,5689,1,Yes,14,4,2,2,4,2
34,0.0,Travel_Rarely,Sales,3,College,Life Sciences,4,1,Sales Executive,4,Single,6029,5,No,12,1,0,3,3,2
31,0.0,Travel_Rarely,Sales,16,Master,Marketing,1,3,Sales Executive,3,Married,8161,2,No,13,1,3,2,3,0
36,0.0,Non-Travel,Research & Development,1,Master,Medical,4,2,Manufacturing Director,3,Married,4374,0,No,15,3,0,6,3,2
53,0.0,Travel_Rarely,Research & Development,24,Master,Medical,2,4,Healthcare Representative,4,Married,7005,3,No,15,3,0,2,3,3
48,0.0,Travel_Frequently,Sales,7,College,Medical,4,3,Sales Representative,3,Married,2655,2,Yes,11,3,2,3,3,7
49,0.0,Travel_Rarely,Research & Development,16,Bachelor Degree,Medical,4,3,Laboratory Technician,1,Divorced,2587,4,Yes,16,2,1,2,2,2
37,0.0,Travel_Rarely,Research & Development,10,Master,Medical,4,3,Manufacturing Director,1,Single,4213,1,No,15,2,0,4,1,3
40,0.0,Travel_Rarely,Research & Development,8,College,Life Sciences,2,3,Manufacturing Director,1,Married,6516,2,Yes,16,2,1,3,3,0
35,0.0,Travel_Rarely,Sales,10,Bachelor Degree,Medical,4,2,Sales Executive,1,Married,10306,9,No,17,3,0,3,3,12
29,0.0,Travel_Rarely,Research & Development,28,Master,Medical,4,2,Research Scientist,1,Single,3785,1,No,14,2,0,3,1,4
42,0.0,Travel_Rarely,Research & Development,13,Bachelor Degree,Medical,2,4,Healthcare Representative,1,Married,5538,5,No,18,3,2,2,2,0
